"userNum","shoppingNum","timeStamp","productID","productName","quantity","price","partitionDate"
32,S0000003205,"2025-04-01 20:14:32",30230652,딸기잼 800g,1,6580,"2025-04-01"
32,S0000003206,"2025-04-01 20:14:32",61188838,계란간장소스 300ml,1,7480,"2025-04-01"
32,S0000003207,"2025-04-01 20:14:32",50122850,I`mperfect 꿀고구마 (1kg),1,4990,"2025-04-01"
32,S0000003208,"2025-04-01 20:14:32",47374581,[냉장][장흥명품한우할인직판장] 구이1호 1.3kg(등심600g+채끝500g+안심200g),1,139000,"2025-04-01"
34,S0000003400,"2025-04-01 18:10:41",84128705,[하림] 동물복지 IFF 한입쏙 닭가슴살 오리지널 (500g),1,11200,"2025-04-01"
34,S0000003401,"2025-04-01 18:10:41",62569286,[지도표 성경김] 세번 구운 김밥김 (10매 22g),1,4980,"2025-04-01"
34,S0000003402,"2025-04-01 18:10:41",28478905,버터 450g(해동),1,11000,"2025-04-01"
34,S0000003403,"2025-04-01 18:10:41",26685437,서울우유 2.3L,1,7580,"2025-04-01"
34,S0000003404,"2025-04-01 18:10:41",9816057,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),1,5480,"2025-04-01"
34,S0000003405,"2025-04-01 18:10:41",8927420,소소한하루 양파,1,990,"2025-04-01"
34,S0000003406,"2025-04-01 18:10:41",81701869,프레지덩 스프레더블치즈140g * 2입,1,9980,"2025-04-01"
34,S0000003407,"2025-04-01 18:10:41",56122894,깔끔 손질 새송이버섯 (300g),1,3990,"2025-04-01"
34,S0000003408,"2025-04-01 18:10:41",42392866,브로콜리 (1입/봉),1,3790,"2025-04-01"
34,S0000003409,"2025-04-01 18:10:41",83764916,친환경 당근 500g,1,7480,"2025-04-01"
34,S0000003410,"2025-04-01 18:10:41",11305409,쫄깃한 메밀국수 500g,1,2380,"2025-04-01"
39,S0000003900,"2025-04-01 10:41:49",87452239,깨끗한 양배추 1.5kg,1,5990,"2025-04-01"
39,S0000003901,"2025-04-01 10:41:49",31862257,볶음깨소금 250g,1,4980,"2025-04-01"
39,S0000003902,"2025-04-01 10:41:49",6712533,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,10980,"2025-04-01"
42,S0000004200,"2025-04-01 20:36:46",73942697,"6년근 수삼 왕왕대 1채 인삼 선물세트(4뿌리/750g)",1,111900,"2025-04-01"
54,S0000005400,"2025-04-01 18:01:57",87452239,깨끗한 양배추 1.5kg,1,5990,"2025-04-01"
54,S0000005401,"2025-04-01 18:01:57",21218258,하프 마요네즈 525g,1,6980,"2025-04-01"
54,S0000005402,"2025-04-01 18:01:57",44096874,폰타나 카르니아 베이컨&머쉬룸 크림 파스타소스 430g,1,9480,"2025-04-01"
54,S0000005403,"2025-04-01 18:01:57",95859547,다시마면 세트 25인분(다시마면X25+비빔소스X15+메밀소바소스X10)..[35093606],1,38703,"2025-04-01"
54,S0000005404,"2025-04-01 18:01:57",36850774,이금기 팬더굴소스 510G,1,4380,"2025-04-01"
54,S0000005405,"2025-04-01 18:01:57",27171154,CJ 아삭통통숙주 380g,1,7480,"2025-04-01"
54,S0000005406,"2025-04-01 18:01:57",6590295,가쓰오부시 40g,1,4680,"2025-04-01"
55,S0000005500,"2025-04-01 10:12:54",43919248,튜브형 다진마늘 80g,1,4480,"2025-04-01"
55,S0000005501,"2025-04-01 10:12:54",93260178,[기장] 비빔밥용 해초샐러드 (10g) (비빔소스50g 동봉),1,4800,"2025-04-01"
55,S0000005502,"2025-04-01 10:12:54",67088390,친환경 팽이버섯 150g,1,1280,"2025-04-01"
55,S0000005503,"2025-04-01 10:12:54",73584511,사과식초 900ml,1,3280,"2025-04-01"
55,S0000005504,"2025-04-01 10:12:54",42730902,미국냉동우삼겹바로구이600g,1,9980,"2025-04-01"
55,S0000005505,"2025-04-01 10:12:54",32293252,흙당근 (1kg),1,5980,"2025-04-01"
55,S0000005506,"2025-04-01 10:12:54",48019169,국내산 갈비 찜용 (100g),1,1780,"2025-04-01"
65,S0000006500,"2025-04-01 10:35:45",83368088,[냉장/미국산] 초이스 아롱사태 500g,1,27800,"2025-04-01"
65,S0000006501,"2025-04-01 10:35:45",71379025,옛날 자른 미역 (50g),1,3780,"2025-04-01"
65,S0000006502,"2025-04-01 10:35:45",46214725,수제망 햇 양파 (1.8kg내외/망),1,6990,"2025-04-01"
65,S0000006503,"2025-04-01 10:35:45",66304376,흙대파 750g,1,3490,"2025-04-01"
68,S0000006800,"2025-04-01 19:15:51",72790623,백설 자일로스설탕(갈색) 1kg,1,4680,"2025-04-01"
68,S0000006801,"2025-04-01 19:15:51",51671618,미림 900ml,1,3670,"2025-04-01"
68,S0000006802,"2025-04-01 19:15:51",68321935,무항생제 닭 (볶음탕용) (800g),1,8280,"2025-04-01"
68,S0000006803,"2025-04-01 19:15:51",94659656,통흑후추 그라인더 65g,1,6980,"2025-04-01"
68,S0000006804,"2025-04-01 19:15:51",62710034,[냉장][강화肉식] 대용량 양념 소불고기 1.5kg,1,38800,"2025-04-01"
68,S0000006805,"2025-04-01 19:15:51",65647233,순수천혜염 천일염 가는소금 500g,1,4280,"2025-04-01"
68,S0000006806,"2025-04-01 19:15:51",74636669,다진마늘 450g (PET),1,8980,"2025-04-01"
68,S0000006807,"2025-04-01 19:15:51",78125875,백설 올리고당 700g,1,4280,"2025-04-01"
68,S0000006808,"2025-04-01 19:15:51",85269725,오이 피클 절임 300g,1,5980,"2025-04-01"
68,S0000006809,"2025-04-01 19:15:51",30741981,양조식초 900ml,1,1880,"2025-04-01"
68,S0000006810,"2025-04-01 19:15:51",44367304,세척당근 600g (3~5입),1,5990,"2025-04-01"
68,S0000006811,"2025-04-01 19:15:51",2126556,[냉동][국산] 데친 돌문어 (500g),1,39800,"2025-04-01"
73,S0000007300,"2025-04-01 13:40:06",7087118,정성깃든된장 1kg,1,3480,"2025-04-01"
73,S0000007301,"2025-04-01 13:40:06",43705897,시골참기름 300ml(병),1,8880,"2025-04-01"
73,S0000007302,"2025-04-01 13:40:06",48931010,소금을 넣지 않은 쿠킹버터 450g,1,7980,"2025-04-01"
73,S0000007303,"2025-04-01 13:40:06",37303124,인큐 애호박 200g (1입),1,3300,"2025-04-01"
73,S0000007304,"2025-04-01 13:40:06",64282461,백설 참치액 진 더 풍부한 맛 500g,1,7980,"2025-04-01"
73,S0000007305,"2025-04-01 13:40:06",71441840,[가정의 달][냉장]한우선물세트 구이3호 1등급 1.2kg (등심2팩/채끝/안심),1,139000,"2025-04-01"
73,S0000007306,"2025-04-01 13:40:06",16581842,행복한콩 고소한 순두부 350g*2,1,2180,"2025-04-01"
73,S0000007307,"2025-04-01 13:40:06",50707805,중력밀가루 1kg,1,1380,"2025-04-01"
73,S0000007308,"2025-04-01 13:40:06",54970214,[무항생제해발500]냉장등갈비구이용500g,1,21800,"2025-04-01"
79,S0000007900,"2025-04-01 11:43:49",68395654,[백설] 갈색설탕 (중백당) 1kg,1,2880,"2025-04-01"
79,S0000007901,"2025-04-01 11:43:49",41812079,해찬들 초고추장 500g,1,5600,"2025-04-01"
79,S0000007902,"2025-04-01 11:43:49",73035702,백설 맛술 800ml(생강),1,3980,"2025-04-01"
79,S0000007903,"2025-04-01 11:43:49",76124935,청양고추 (150g),1,2990,"2025-04-01"
79,S0000007904,"2025-04-01 11:43:49",43705897,시골참기름 300ml(병),1,8880,"2025-04-01"
79,S0000007905,"2025-04-01 11:43:49",43919248,튜브형 다진마늘 80g,1,4480,"2025-04-01"
79,S0000007906,"2025-04-01 11:43:49",76205797,국산콩 콩나물 300g,1,1280,"2025-04-01"
79,S0000007907,"2025-04-01 11:43:49",8927420,소소한하루 양파,1,990,"2025-04-01"
79,S0000007908,"2025-04-01 11:43:49",34381720,진간장 금F3 860ml,1,6550,"2025-04-01"
79,S0000007909,"2025-04-01 11:43:49",6684783,고춧가루 1kg,1,14780,"2025-04-01"
79,S0000007910,"2025-04-01 11:43:49",69847603,하루채소 대파 (200g),1,1000,"2025-04-01"
79,S0000007911,"2025-04-01 11:43:49",58228352,탐스제로 파인애플 1.5L,1,2580,"2025-04-01"
79,S0000007912,"2025-04-01 11:43:49",40441373,미나리 (200g),1,5990,"2025-04-01"
91,S0000009100,"2025-04-01 21:13:55",94971507,순후추 50g,1,3480,"2025-04-01"
91,S0000009101,"2025-04-01 21:13:55",74306885,고소한참기름320ml(병),1,11880,"2025-04-01"
91,S0000009102,"2025-04-01 21:13:55",39003412,[냉동][국산] 손질 가자미 (500g) (소금간),1,12800,"2025-04-01"
91,S0000009103,"2025-04-01 21:13:55",61188838,계란간장소스 300ml,1,7480,"2025-04-01"
91,S0000009104,"2025-04-01 21:13:55",86225717,Im perfect 대파 900g,1,3490,"2025-04-01"
91,S0000009105,"2025-04-01 21:13:55",73967398,미니 파프리카 (200g/봉),1,5980,"2025-04-01"
91,S0000009106,"2025-04-01 21:13:55",8277631,쑥갓 (100g),1,1490,"2025-04-01"
91,S0000009107,"2025-04-01 21:13:55",25667310,아침에주스 오렌지 1.8L,1,6580,"2025-04-01"
92,S0000009200,"2025-04-01 14:34:41",19663510,백설 100%통들깨들기름 320ml,1,15380,"2025-04-01"
97,S0000009700,"2025-04-01 08:27:34",45779968,[냉장][항공]노르웨이슈페리어생연어필렛300g(전체부위)+간장&와사비소스&해동지증정,1,15900,"2025-04-01"
97,S0000009701,"2025-04-01 08:27:34",25855079,사조 샐러드(살사) 닭가슴살 135g*4입,1,12980,"2025-04-01"
97,S0000009702,"2025-04-01 08:27:34",82473417,골드망고 특선 선물세트 2호10과/3.2kg내외 개당320g,1,100000,"2025-04-01"
97,S0000009703,"2025-04-01 08:27:34",38769555,[냉동][미국] 스페인식 꿀대구 스테이크 (420g),1,14980,"2025-04-01"
97,S0000009704,"2025-04-01 08:27:34",96564030,전지분유 1kg,1,20800,"2025-04-01"
97,S0000009705,"2025-04-01 08:27:34",33271411,신상 팔도 비빔면 제로슈거 120g*4개,1,4480,"2025-04-01"
107,S0000010700,"2025-04-01 18:31:13",51671618,미림 900ml,1,3670,"2025-04-01"
107,S0000010701,"2025-04-01 18:31:13",78125875,백설 올리고당 700g,1,4280,"2025-04-01"
107,S0000010702,"2025-04-01 18:31:13",77682420,자연산 꽁치300g &고등어 400g,1,7480,"2025-04-01"
107,S0000010703,"2025-04-01 18:31:13",35112079,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],1,18500,"2025-04-01"
107,S0000010704,"2025-04-01 18:31:13",39078058,다진마늘 240g,1,5980,"2025-04-01"
107,S0000010705,"2025-04-01 18:31:13",21101566,생강가루 55g,1,4980,"2025-04-01"
107,S0000010706,"2025-04-01 18:31:13",54853087,동원참치액 진 500g,1,7980,"2025-04-01"
107,S0000010707,"2025-04-01 18:31:13",35521238,씻어나온 국산 고춧가루 200g,1,11800,"2025-04-01"
107,S0000010708,"2025-04-01 18:31:13",22021658,유기농 엑스트라버진 올리브 오일 750ml,1,24800,"2025-04-01"
107,S0000010709,"2025-04-01 18:31:13",86225717,Im perfect 대파 900g,1,3490,"2025-04-01"
107,S0000010710,"2025-04-01 18:31:13",82868055,건과일 아몬드 행사,1,8580,"2025-04-01"
109,S0000010900,"2025-04-01 11:26:45",94290930,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,73800,"2025-04-01"
109,S0000010901,"2025-04-01 11:26:45",83735763,더달콤 스테비아 대추방울토마토 550g/팩,1,7980,"2025-04-01"
109,S0000010902,"2025-04-01 11:26:45",83237380,CJ 더건강한닭가슴살순살케이준 100g,1,4480,"2025-04-01"
109,S0000010903,"2025-04-01 11:26:45",9745074,씻거나 불릴필요 없는 맛있는 엄마 밥상 4kg,1,19900,"2025-04-01"
109,S0000010904,"2025-04-01 11:26:45",83680991,비비고 한식간장 김자반 50g*2,1,6480,"2025-04-01"
109,S0000010905,"2025-04-01 11:26:45",10578169,식용유1.8L,1,8480,"2025-04-01"
109,S0000010906,"2025-04-01 11:26:45",99524629,양파 (1.8kg),1,6480,"2025-04-01"
109,S0000010907,"2025-04-01 11:26:45",77567936,촌두부 550g,1,1950,"2025-04-01"
109,S0000010908,"2025-04-01 11:26:45",8280750,허브맛솔트마늘양파 52g,1,3200,"2025-04-01"
109,S0000010909,"2025-04-01 11:26:45",87345548,[SSG 정담] Premium 사과배 샤인 애플망고 선물세트 (사과3개 배3개 샤인2송이 애플망고2개),1,149000,"2025-04-01"
109,S0000010910,"2025-04-01 11:26:45",60682569,팽팽이 가지 220g (2입),1,3990,"2025-04-01"
109,S0000010911,"2025-04-01 11:26:45",78007289,지도표 성경김 재래 전장김 30gx20봉,1,39900,"2025-04-01"
130,S0000013000,"2025-04-01 15:34:50",55512679,어린열무 (500g),1,4690,"2025-04-01"
132,S0000013200,"2025-04-01 17:36:13",80243793,무순 (80g),1,1480,"2025-04-01"
132,S0000013201,"2025-04-01 17:36:13",42163783,한가득 표고버섯 (팩),1,6980,"2025-04-01"
132,S0000013202,"2025-04-01 17:36:13",16581842,행복한콩 고소한 순두부 350g*2,1,2180,"2025-04-01"
132,S0000013203,"2025-04-01 17:36:13",63462227,친환경 느타리버섯 200g,1,2480,"2025-04-01"
132,S0000013204,"2025-04-01 17:36:13",86225717,Im perfect 대파 900g,1,3490,"2025-04-01"
132,S0000013205,"2025-04-01 17:36:13",95159955,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,1,90800,"2025-04-01"
140,S0000014000,"2025-04-01 21:35:57",92315891,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,1,45800,"2025-04-01"
140,S0000014001,"2025-04-01 21:35:57",60024905,옛날 자른 당면 500g,1,7680,"2025-04-01"
140,S0000014002,"2025-04-01 21:35:57",73035702,백설 맛술 800ml(생강),1,3980,"2025-04-01"
140,S0000014003,"2025-04-01 21:35:57",86963071,생강&매실 맛술830ml,1,2680,"2025-04-01"
140,S0000014004,"2025-04-01 21:35:57",97396320,순후추 100g,1,7950,"2025-04-01"
140,S0000014005,"2025-04-01 21:35:57",67899682,진간장금F3 500ml,1,4030,"2025-04-01"
140,S0000014006,"2025-04-01 21:35:57",43705897,시골참기름 300ml(병),1,8880,"2025-04-01"
140,S0000014007,"2025-04-01 21:35:57",23855128,갈아만든배 340ml,1,920,"2025-04-01"
140,S0000014008,"2025-04-01 21:35:57",8927420,소소한하루 양파,1,990,"2025-04-01"
140,S0000014009,"2025-04-01 21:35:57",43160282,국산 건표고버섯(슬라이스) 500g,1,26500,"2025-04-01"
140,S0000014010,"2025-04-01 21:35:57",7041681,파머스픽 흙대파 (봉),1,3280,"2025-04-01"
140,S0000014011,"2025-04-01 21:35:57",13172428,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,27900,"2025-04-01"
140,S0000014012,"2025-04-01 21:35:57",32293252,흙당근 (1kg),1,5980,"2025-04-01"
140,S0000014013,"2025-04-01 21:35:57",90943106,냉장 닭 윗날개(봉) (500g),1,11800,"2025-04-01"
140,S0000014014,"2025-04-01 21:35:57",53783984,무농약 찰기많은 혼합8곡 2kg,1,17980,"2025-04-01"
142,S0000014200,"2025-04-01 09:32:20",94290930,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,73800,"2025-04-01"
142,S0000014201,"2025-04-01 09:32:20",43919248,튜브형 다진마늘 80g,1,4480,"2025-04-01"
142,S0000014202,"2025-04-01 09:32:20",91755068,통흑후추65g,1,4780,"2025-04-01"
142,S0000014203,"2025-04-01 09:32:20",73524751,[물맛남] 국내산 신선한 생굴 3kg,1,30900,"2025-04-01"
142,S0000014204,"2025-04-01 09:32:20",46214725,수제망 햇 양파 (1.8kg내외/망),1,6990,"2025-04-01"
142,S0000014205,"2025-04-01 09:32:20",2791917,[냉동][인도] 킹 칵테일 새우살 (26-30) (450g),1,16980,"2025-04-01"
142,S0000014206,"2025-04-01 09:32:20",69847603,하루채소 대파 (200g),1,1000,"2025-04-01"
142,S0000014207,"2025-04-01 09:32:20",46532504,만번치댄 사누끼 우동면 230g*5,1,5980,"2025-04-01"
144,S0000014400,"2025-04-01 06:50:21",78403485,제주산 다진마늘 260g,1,8880,"2025-04-01"
144,S0000014401,"2025-04-01 06:50:21",35805709,자연촌 990 맛있는 콩나물 500g,1,990,"2025-04-01"
144,S0000014402,"2025-04-01 06:50:21",26445772,착즙 파인애플포도주스 125ml*4입,1,3680,"2025-04-01"
144,S0000014403,"2025-04-01 06:50:21",35521238,씻어나온 국산 고춧가루 200g,1,11800,"2025-04-01"
144,S0000014404,"2025-04-01 06:50:21",58176698,썬큐 베이크드 빈스 420g,1,1980,"2025-04-01"
144,S0000014405,"2025-04-01 06:50:21",45234489,유기농 발아 볶음참깨 200g,1,6980,"2025-04-01"
153,S0000015300,"2025-04-01 19:08:25",68395654,[백설] 갈색설탕 (중백당) 1kg,1,2880,"2025-04-01"
153,S0000015301,"2025-04-01 19:08:25",78403485,제주산 다진마늘 260g,1,8880,"2025-04-01"
153,S0000015302,"2025-04-01 19:08:25",27457410,불닭소스 200g,1,4200,"2025-04-01"
153,S0000015303,"2025-04-01 19:08:25",73035702,백설 맛술 800ml(생강),1,3980,"2025-04-01"
153,S0000015304,"2025-04-01 19:08:25",68914309,밥새우 500g 새우반찬 아이들반찬,1,9900,"2025-04-01"
153,S0000015305,"2025-04-01 19:08:25",76124935,청양고추 (150g),1,2990,"2025-04-01"
153,S0000015306,"2025-04-01 19:08:25",34580800,[냉동/냉장]영광법성포 굴비와 고추장굴비 2호(굴비 10미(1.0kg)+새싹보리 고추장굴비(100gx3)),1,89000,"2025-04-01"
153,S0000015307,"2025-04-01 19:08:25",34773951,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),1,109000,"2025-04-01"
153,S0000015308,"2025-04-01 19:08:25",14236306,양반 마늘 김부각 (50g),1,4990,"2025-04-01"
153,S0000015309,"2025-04-01 19:08:25",66304376,흙대파 750g,1,3490,"2025-04-01"
153,S0000015310,"2025-04-01 19:08:25",79908961,무농약 혼합15곡 3kgX2ea,1,36800,"2025-04-01"
153,S0000015311,"2025-04-01 19:08:25",99110834,산딸기 (250g),1,15800,"2025-04-01"
167,S0000016700,"2025-04-01 18:47:42",64199103,한끼오트밀 450g (30g*15봉),1,6380,"2025-04-01"
167,S0000016701,"2025-04-01 18:47:42",74306885,고소한참기름320ml(병),1,11880,"2025-04-01"
167,S0000016702,"2025-04-01 18:47:42",64282461,백설 참치액 진 더 풍부한 맛 500g,1,7980,"2025-04-01"
167,S0000016703,"2025-04-01 18:47:42",63482111,[보자기무료포장]올바른감 반건시 곶감 선물세트(중과26입 1.5kg내외),1,30900,"2025-04-01"
167,S0000016704,"2025-04-01 18:47:42",61188838,계란간장소스 300ml,1,7480,"2025-04-01"
167,S0000016705,"2025-04-01 18:47:42",87330586,튀김가루 1.2kg,1,2880,"2025-04-01"
167,S0000016706,"2025-04-01 18:47:42",56238441,닭근위 (400g),1,4480,"2025-04-01"
167,S0000016707,"2025-04-01 18:47:42",13172428,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,27900,"2025-04-01"
174,S0000017400,"2025-04-01 14:01:53",43705897,시골참기름 300ml(병),1,8880,"2025-04-01"
174,S0000017401,"2025-04-01 14:01:53",35805709,자연촌 990 맛있는 콩나물 500g,1,990,"2025-04-01"
177,S0000017700,"2025-04-01 20:20:54",34453237,에이클래스 체다 슬라이스치즈 210g (30gX7),1,3980,"2025-04-01"
177,S0000017701,"2025-04-01 20:20:54",67219001,초코우유 200ml*3입,1,3180,"2025-04-01"
177,S0000017702,"2025-04-01 20:20:54",52700048,숙성발효시켜 깊고 부드러운 건강한 발효버터 200g,1,5980,"2025-04-01"
177,S0000017703,"2025-04-01 20:20:54",17374580,파슬리 20g (파우치),1,2580,"2025-04-01"
177,S0000017704,"2025-04-01 20:20:54",23622723,"9개월미만 양고기 양부채살 500g",1,24900,"2025-04-01"
179,S0000017900,"2025-04-01 07:43:08",41681104,[냉장] 제주흑돼지 고추장양념 불고기 600g,1,12800,"2025-04-01"
179,S0000017901,"2025-04-01 07:43:08",80544159,무아스파탐 느린마을막걸리 750ml x 5입(6%),1,16900,"2025-04-01"
179,S0000017902,"2025-04-01 07:43:08",801679,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),1,11200,"2025-04-01"
179,S0000017903,"2025-04-01 07:43:08",83979804,국내산 우렁이살 1kg내외,1,21000,"2025-04-01"
179,S0000017904,"2025-04-01 07:43:08",78403485,제주산 다진마늘 260g,1,8880,"2025-04-01"
179,S0000017905,"2025-04-01 07:43:08",9839950,자연촌 990 맛있는두부 420g,1,1080,"2025-04-01"
179,S0000017906,"2025-04-01 07:43:08",67088390,친환경 팽이버섯 150g,1,1280,"2025-04-01"
179,S0000017907,"2025-04-01 07:43:08",8280750,허브맛솔트마늘양파 52g,1,3200,"2025-04-01"
179,S0000017908,"2025-04-01 07:43:08",69717538,국산 고운 고춧가루 110g,1,5980,"2025-04-01"
179,S0000017909,"2025-04-01 07:43:08",69847603,하루채소 대파 (200g),1,1000,"2025-04-01"
179,S0000017910,"2025-04-01 07:43:08",42374097,포도씨유 1L,1,15800,"2025-04-01"
181,S0000018100,"2025-04-01 19:13:01",7087118,정성깃든된장 1kg,1,3480,"2025-04-01"
181,S0000018101,"2025-04-01 19:13:01",39078058,다진마늘 240g,1,5980,"2025-04-01"
181,S0000018102,"2025-04-01 19:13:01",46786160,CJ 해찬들 사계절쌈장 170g,1,2580,"2025-04-01"
181,S0000018103,"2025-04-01 19:13:01",23075487,백설 순두부 찌개양념 130g,1,3180,"2025-04-01"
181,S0000018104,"2025-04-01 19:13:01",69847603,하루채소 대파 (200g),1,1000,"2025-04-01"
181,S0000018105,"2025-04-01 19:13:01",87347804,[지도표 성경김] 재래 식탁김 (12봉) (4g*12),1,6580,"2025-04-01"
181,S0000018106,"2025-04-01 19:13:01",84649934,샐러리 1통 (600g),1,5490,"2025-04-01"
183,S0000018300,"2025-04-01 11:58:04",1318540,[백설] 하얀설탕 (1kg),1,2380,"2025-04-01"
183,S0000018301,"2025-04-01 11:58:04",73035702,백설 맛술 800ml(생강),1,3980,"2025-04-01"
183,S0000018302,"2025-04-01 11:58:04",94659656,통흑후추 그라인더 65g,1,6980,"2025-04-01"
183,S0000018303,"2025-04-01 11:58:04",81841213,미원 맛소금 95g,1,2280,"2025-04-01"
183,S0000018304,"2025-04-01 11:58:04",40188786,[기꼬망]혼쯔유 500ml,1,7580,"2025-04-01"
183,S0000018305,"2025-04-01 11:58:04",39411263,두번달여더진한 진간장 1.7L,1,9890,"2025-04-01"
186,S0000018600,"2025-04-01 15:01:05",84128705,[하림] 동물복지 IFF 한입쏙 닭가슴살 오리지널 (500g),1,11200,"2025-04-01"
186,S0000018601,"2025-04-01 15:01:05",42844391,구운 김밥용 김 (10매/20g),1,2380,"2025-04-01"
186,S0000018602,"2025-04-01 15:01:05",28478905,버터 450g(해동),1,11000,"2025-04-01"
186,S0000018603,"2025-04-01 15:01:05",81295186,딸기우유 200ml*3입,1,3180,"2025-04-01"
186,S0000018604,"2025-04-01 15:01:05",74730989,친환경 양파 800g,1,4780,"2025-04-01"
186,S0000018605,"2025-04-01 15:01:05",13791490,보꼬네 모짜렐라 슈레드치즈 780g(개봉 후 냉동보관),1,11680,"2025-04-01"
186,S0000018606,"2025-04-01 15:01:05",82602518,브로콜리 (2입/봉),1,6790,"2025-04-01"
186,S0000018607,"2025-04-01 15:01:05",32293252,흙당근 (1kg),1,5980,"2025-04-01"
188,S0000018800,"2025-04-01 08:57:49",6712533,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,10980,"2025-04-01"
188,S0000018801,"2025-04-01 08:57:49",97396320,순후추 100g,1,7950,"2025-04-01"
188,S0000018802,"2025-04-01 08:57:49",13320095,백설 하선정 서해안 까나리 액젓 800g,1,5980,"2025-04-01"
188,S0000018803,"2025-04-01 08:57:49",30691738,[강릉상회] 강원도 건조 산골 황태채 (200g),1,16500,"2025-04-01"
188,S0000018804,"2025-04-01 08:57:49",95159955,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,1,90800,"2025-04-01"
188,S0000018805,"2025-04-01 08:57:49",61188838,계란간장소스 300ml,1,7480,"2025-04-01"
188,S0000018806,"2025-04-01 08:57:49",48945729,옛날 자른 다시마 (20g),1,2380,"2025-04-01"
188,S0000018807,"2025-04-01 08:57:49",86225717,Im perfect 대파 900g,1,3490,"2025-04-01"
188,S0000018808,"2025-04-01 08:57:49",13297258,유기농 물만부어 컬러쌀-베러라이스5믹스 혼합곡 2kg 5kg,1,16900,"2025-04-01"
188,S0000018809,"2025-04-01 08:57:49",79016089,한눈에 반한 쌀 1.2kg,1,8900,"2025-04-01"
4,S0000000400,"2025-04-02 11:45:40",47943855,오뚜기 초간편 감자전 믹스 1200g 1개,1,26890,"2025-04-02"
4,S0000000401,"2025-04-02 11:45:40",70188035,수타 직화 짜장면 1320g(4인),1,9980,"2025-04-02"
4,S0000000402,"2025-04-02 11:45:40",97683624,깐쪽파 (150g),1,5190,"2025-04-02"
4,S0000000403,"2025-04-02 11:45:40",99524629,양파 (1.8kg),1,6480,"2025-04-02"
4,S0000000404,"2025-04-02 11:45:40",95159955,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,1,90800,"2025-04-02"
4,S0000000405,"2025-04-02 11:45:40",7041681,파머스픽 흙대파 (봉),1,3280,"2025-04-02"
