"userNum","logType","timestamp","parameter","osType","partitionDate"
1,login,"2025-04-24 08:28:32","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 08:28:32","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 09:08:06","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 09:08:06","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 09:30:44","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 09:30:45","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 09:37:45","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 09:37:46","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 09:38:50","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 09:38:50","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:23:18","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:23:18","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:30:20","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:30:20","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:35:49","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:35:50","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:36:50","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:36:51","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:41:14","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:41:14","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:44:52","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:44:52","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:53:34","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:53:35","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 10:54:17","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 10:54:18","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:00:38","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:00:39","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:15:55","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,login,"2025-04-24 11:17:21","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:17:22","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:20:03","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:20:04","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:22:45","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:22:45","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:28:53","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:28:53","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:31:58","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:31:58","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:33:22","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:33:22","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:52:23","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:52:23","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 11:55:34","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 11:55:34","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:01:42","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:01:42","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:03:19","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:03:19","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:17:23","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:17:23","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:34:45","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:34:45","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:40:52","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:40:52","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:45:46","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:45:46","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:46:27","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:46:28","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:50:49","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:50:49","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 12:53:38","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 12:53:38","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:12:11","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:12:11","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:16:22","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:16:23","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:19:44","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:19:45","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:28:58","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:28:58","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:38:45","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:38:45","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:39:38","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:39:38","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 14:49:38","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 14:49:39","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 15:53:05","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 15:53:06","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:04:40","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:04:40","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:16:21","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:16:21","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:18:57","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:18:58","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:20:29","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:20:29","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:22:08","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:22:09","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:30:13","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:30:14","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:33:54","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:33:55","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:43:05","{""id"": ""cook6583""}",unknown,"2025-04-24"
1,websiteOpen,"2025-04-24 16:43:05","{""이름"": [""레시피A"", ""레시피B"", ""레시피C""], ""노출순서"": [1, 2, 3]}",unknown,"2025-04-24"
1,login,"2025-04-24 16:46:13","{""id"": ""cook6583""}",unknown,"2025-04-24"
